hanzi_sc,hanzi_trad,pinyin,pinyin_style2,level,level_zh,cc_cedict_definitions,Group
戏,戲,xì,xi4,3,初等|三级,"trick/drama/play/show/CL:齣|出[chu1],場|场[chang3],臺|台[tai2]",Group 5
精,精,jīng,jing1,3,初等|三级,essence/extract/vitality/energy/semen/sperm/mythical goblin spirit/highly perfected/elite/the pick of sth/proficient (refined ability)/extremely (fine)/selected rice (archaic),Group 5
神,神,shén,shen2,3,初等|三级,god; deity/supernatural; magical; mysterious/spirit; mind; energy/lively; expressive/look; expression/(coll.) awesome; amazing,Group 5
注,注註,zhù,zhu4,3,初等|三级,to register/to annotate/note/comment,Group 5
各,各,gè,ge4,3,初等|三级,each/every,Group 5
另,另,lìng,ling4,3,初等|三级,other/another/separate/separately,Group 5
双,雙,shuāng,shuang1,3,初等|三级,two/double/pair/both/even (number),Group 5
线,線,xiàn,xian4,3,初等|三级,"thread/string/wire/line/CL:條|条[tiao2],股[gu3],根[gen1]/(after a number) tier (unofficial ranking of a Chinese city)",Group 5
约,約,yuē,yue1,3,初等|三级,to make an appointment/to invite/approximately/pact/treaty/to economize/to restrict/to reduce (a fraction)/concise,Group 5
保,保,bǎo,bao3,3,初等|三级,to defend; to protect; to keep/to guarantee; to ensure/civil administration unit in the baojia 保甲[bao3 jia3] system (old),Group 5
转,轉,zhuǎn,zhuan3,3,初等|三级,"to revolve/to turn/to circle about/to walk about/classifier for revolutions (per minute etc): revs, rpm/classifier for repeated actions",Group 5
突,突,tū,tu1,3,初等|三级,to dash/to move forward quickly/to bulge/to protrude/to break through/to rush out/sudden/Taiwan pr. [tu2],Group 6
终,終,zhōng,zhong1,3,初等|三级,end/finish,Group 6
联,聯,lián,lian2,3,初等|三级,(bound form) to ally oneself with; to unite; to combine; to join/(bound form) (poetry) antithetical couplet,Group 6
指,指,zhǐ,zhi3,3,初等|三级,finger/to point at or to/to indicate or refer to/to depend on/to count on/(of hair) to stand on end,Group 6
标,標,biāo,biao1,3,初等|三级,"mark/sign/label/to mark with a symbol, label, lettering etc/to bear (a brand name, registration number etc)/prize/award/bid/target/quota/(old) the topmost branches of a tree/visible symptom/classifier for military units",Group 6
拍,拍,pāi,pai1,3,初等|三级,to pat/to clap/to slap/to swat/to take (a photo)/to shoot (a film)/racket (sports)/beat (music),Group 6
金,金,jīn,jin1,3,初等|三级,gold/chemical element Au/generic term for lustrous and ductile metals/money/golden/highly respected/one of the eight categories of ancient musical instruments 八音[ba1 yin1],Group 6
管,管,guǎn,guan3,3,初等|三级,to take care (of)/to control/to manage/to be in charge of/to look after/to run/to care about/tube/pipe/woodwind/classifier for tube-shaped objects/particle similar to 把[ba3] in 管...叫 constructions/writing brush/(coll.) to/towards,Group 6
根,根,gēn,gen1,3,初等|三级,"root/basis/classifier for long slender objects, e.g. cigarettes, guitar strings/CL:條|条[tiao2]/radical (chemistry)",Group 6
容,容,róng,rong2,3,初等|三级,to hold/to contain/to allow/to tolerate/appearance/look/countenance,Group 6
易,易,yì,yi4,3,初等|三级,"easy/amiable/to change/to exchange/prefix corresponding to the English adjective suffix ""-able"" or ""-ible""",Group 6
程,程,chéng,cheng2,3,初等|三级,rule/order/regulations/formula/journey/procedure/sequence,Group 6
建,建,jiàn,jian4,3,初等|三级,to establish/to found/to set up/to build/to construct,Group 6
议,議,yì,yi4,3,初等|三级,to comment on/to discuss/to suggest,Group 7
济,濟,jì,ji4,3,初等|三级,to cross a river/to aid or relieve/to be of help,Group 7
曾,曾,céng,ceng2,3,初等|三级,"great- (grandfather, grandchild etc)",Group 7
民,民,mín,min2,3,初等|三级,(bound form) the people/inhabitants of a country,Group 7
坚,堅,jiān,jian1,3,初等|三级,strong/solid/firm/unyielding/resolute,Group 7
规,規,guī,gui1,3,初等|三级,compass/a rule/regulation/to admonish/to plan/to scheme,Group 7
环,環,huán,huan2,3,初等|三级,ring/hoop/loop/(chain) link/classifier for scores in archery etc/to surround/to encircle/to hem in,Group 7
境,境,jìng,jing4,3,初等|三级,border/place/condition/boundary/circumstances/territory,Group 7
证,證証,zhèng,zheng4,3,初等|三级,certificate/proof/to prove/to demonstrate/to confirm/variant of 症[zheng4],Group 7
责,責,zé,ze2,3,初等|三级,duty/responsibility/to reproach/to blame,Group 7
造,造,zào,zao4,3,初等|三级,to make/to build/to manufacture/to invent/to fabricate/to go to/party (in a lawsuit or legal agreement)/crop/classifier for crops,Group 7
显,顯,xiǎn,xian3,3,初等|三级,to make visible/to reveal/prominent/conspicuous/(prefix) phanero-,Group 7
简,簡,jiǎn,jian3,3,初等|三级,simple/uncomplicated/letter/to choose/to select/bamboo strips used for writing (old),Group 7
专,專,zhuān,zhuan1,3,初等|三级,variant of 專|专[zhuan1],Group 7
基,基,jī,ji1,3,初等|三级,"(bound form) base; foundation/(bound form) radical (chemistry)/(bound form) gay (loanword from English into Cantonese, Jyutping: gei1, followed by orthographic borrowing from Cantonese)",Group 7
仍,仍,réng,reng2,3,初等|三级,still; yet/to remain/(literary) frequently; often,Group 7
父,父,fù,fu4,3,初等|三级,father,Group 7
亲,親,qīn,qin1,3,初等|三级,parents-in-law of one's offspring,Group 7
性,性,xìng,xing4,3,初等|三级,"nature/character/property/quality/attribute/sexuality/sex/gender/suffix forming adjective from verb/suffix forming noun from adjective, corresponding to -ness or -ity/essence/CL:個|个[ge4]",Group 7
某,某,mǒu,mou3,3,初等|三级,some/a certain/sb or sth indefinite/such-and-such,Group 8
命,命,mìng,ming4,3,初等|三级,"life/fate/order or command/to assign a name, title etc",Group 8
达,達,dá,da2,3,初等|三级,to attain/to reach/to amount to/to communicate/eminent,Group 8
义,義,yì,yi4,3,初等|三级,"justice/righteousness/meaning/foster (father etc)/adopted/artificial (tooth, limb etc)/relationship/friendship",Group 8
断,斷,duàn,duan4,3,初等|三级,to break/to snap/to cut off/to give up or abstain from sth/to judge/(usu. used in the negative) absolutely/definitely/decidedly,Group 8
类,類,lèi,lei4,3,初等|三级,kind/type/class/category/similar/like/to resemble,Group 8
媒,媒,méi,mei2,3,初等|三级,"medium/intermediary/matchmaker/go-between/abbr. for 媒體|媒体[mei2 ti3], media, esp. news media",Group 8
首,首,shǒu,shou3,3,初等|三级,"head/chief/first (occasion, thing etc)/classifier for poems, songs etc",Group 8
母,母,mǔ,mu3,3,初等|三级,mother/elderly female relative/origin/source/(of animals) female,Group 8
化,化,huà,hua4,3,初等|三级,to make into/to change into/-ization/to ... -ize/to transform/abbr. for 化學|化学[hua4 xue2],Group 8
立,立,lì,li4,3,初等|三级,to stand/to set up/to establish/to lay down/to draw up/at once/immediately,Group 8
产,產,chǎn,chan3,3,初等|三级,to give birth/to reproduce/to produce/product/resource/estate/property,Group 8
光,光,guāng,guang1,3,初等|三级,light; ray (CL:道[dao4])/bright; shiny/only; merely/used up; finished/to leave (a part of the body) uncovered,Group 8
派,派,pài,pai4,3,初等|三级,clique/school/group/faction/to dispatch/to send/to assign/to appoint/pi (Greek letter Ππ)/the circular ratio pi = 3.1415926/(loanword) pie,Group 8
负,負,fù,fu4,3,初等|三级,to bear/to carry (on one's back)/to turn one's back on/to be defeated/negative (math. etc),Group 8
仅,僅,jǐn,jin3,3,初等|三级,barely/only/merely,Group 8
谈,談,tán,tan2,3,初等|三级,to speak/to talk/to converse/to chat/to discuss,Group 8
深,深,shēn,shen1,3,初等|三级,deep (lit. and fig.),Group 8
领,領,lǐng,ling3,3,初等|三级,"neck/collar/to lead/to receive/classifier for clothes, mats, screens etc",Group 9
导,導,dǎo,dao3,3,初等|三级,to transmit/to lead/to guide/to conduct/to direct,Group 9
增,增,zēng,zeng1,3,初等|三级,(bound form) to increase; to augment; to add to,Group 9
至,至,zhì,zhi4,3,初等|三级,to arrive/most/to/until,Group 9
训,訓,xùn,xun4,3,初等|三级,to teach; to train; to admonish/(bound form) instruction (from superiors); teachings; rule,Group 9
压,壓,yā,ya1,3,初等|三级,used in 壓根兒|压根儿[ya4 gen1 r5] and 壓馬路|压马路[ya4 ma3 lu4] and 壓板|压板[ya4 ban3],Group 9
价,價,jià,jia4,3,初等|三级,great/good/middleman/servant,Group 9
值,值,zhí,zhi2,3,初等|三级,value/(to be) worth/to happen to/to be on duty,Group 9
绝,絕,jué,jue2,3,初等|三级,variant of 絕|绝[jue2],Group 9
属,屬,shǔ,shu3,3,初等|三级,to join together/to fix one's attention on/to concentrate on,Group 9
格,格,gé,ge2,3,初等|三级,square/frame/rule/(legal) case/style/character/standard/pattern/(grammar) case/(classical) to obstruct/to hinder/(classical) to arrive/to come/(classical) to investigate/to study exhaustively,Group 9
底,底,dǐ,di3,3,初等|三级,"background/bottom/base/end (of the month, year etc)/remnants/(math.) radix/base",Group 9
历,曆歷,lì,li4,3,初等|三级,to experience/to undergo/to pass through/all/each/every/history,Group 9
验,驗,yàn,yan4,3,初等|三级,to examine/to test/to check,Group 9
状,狀,zhuàng,zhuang4,3,初等|三级,accusation/suit/state/condition/strong/great/-shaped,Group 9
品,品,pǐn,pin3,3,初等|三级,(bound form) article; commodity; product; goods/(bound form) grade; rank/kind; type; variety/character; disposition; nature; temperament/to taste sth; to sample/to criticize; to comment; to judge; to size up/fret (on a guitar or lute),Group 9
步,步,bù,bu4,3,初等|三级,a step/a pace/walk/march/stages in a process/situation,Group 9
伤,傷,shāng,shang1,3,初等|三级,to injure/injury/wound,Group 9
具,具,jù,ju4,3,初等|三级,"tool/device/utensil/equipment/instrument/talent/ability/to possess/to have/to provide/to furnish/to state/classifier for devices, coffins, dead bodies",Group 10
困,睏困,kùn,kun4,3,初等|三级,sleepy/tired,Group 10
幸,幸倖,xìng,xing4,3,初等|三级,fortunate/lucky,Group 10
福,福,fú,fu2,3,初等|三级,good fortune/happiness/luck,Group 10
众,眾,zhòng,zhong4,3,初等|三级,variant of 眾|众[zhong4],Group 10
婚,婚,hūn,hun1,3,初等|三级,to marry/marriage/wedding/to take a wife,Group 10
抓,抓,zhuā,zhua1,3,初等|三级,to grab/to catch/to arrest/to snatch/to scratch,Group 10
警,警,jǐng,jing3,3,初等|三级,to alert/to warn/police,Group 10
察,察,chá,cha2,3,初等|三级,variant of 察[cha2],Group 10
效,效,xiào,xiao4,3,初等|三级,effect/efficacy/to imitate,Group 10
范,範,fàn,fan4,3,初等|三级,surname Fan,Group 10
围,圍,wéi,wei2,3,初等|三级,"to encircle/to surround/all around/to wear by wrapping around (scarf, shawl)",Group 11
紧,緊,jǐn,jin3,3,初等|三级,tight/strict/close at hand/near/urgent/tense/hard up/short of money/to tighten,Group 11
集,集,jí,ji2,3,初等|三级,to gather/to collect/collected works/classifier for sections of a TV series etc: episode,Group 11
血,血,xuè,xue4,3,初等|三级,"blood/colloquial pr. [xie3]/CL:滴[di1],片[pian4]",Group 11
速,速,sù,su4,3,初等|三级,fast/rapid/quick/velocity,Group 11
艺,藝,yì,yi4,3,初等|三级,skill/art,Group 11
纪,紀,jì,ji4,3,初等|三级,order/discipline/age/era/period/to chronicle,Group 11
职,職,zhí,zhi2,3,初等|三级,office/duty,Group 11
失,失,shī,shi1,3,初等|三级,to lose/to miss/to fail,Group 11
营,營,yíng,ying2,3,初等|三级,camp/barracks/battalion/to build/to operate/to manage/to strive for,Group 11
演,演,yǎn,yan3,3,初等|三级,to perform (a play etc); to stage (a show)/(bound form) to develop; to play out; to carry out (a task),Group 11
挂,掛,guà,gua4,3,初等|三级,to hang or suspend (from a hook etc)/to hang up (the phone)/(of a line) to be dead/to be worried or concerned/to make a phone call (dialect)/to register or record/classifier for sets or clusters of objects/(slang) to kill/to die/to be finished/to fail (an exam),Group 12
群,群,qún,qun2,3,初等|三级,"group/crowd/flock, herd, pack etc",Group 12
龙,龍,lóng,long2,3,初等|三级,dragon/CL:條|条[tiao2]/imperial,Group 12
资,資,zī,zi1,3,初等|三级,resources/capital/to provide/to supply/to support/money/expense,Group 12
丽,麗,lì,li4,3,初等|三级,beautiful,Group 12
跳,跳,tiào,tiao4,3,初等|三级,to jump/to hop/to skip over/to bounce/to palpitate,Group 12
反,反,fǎn,fan3,3,初等|三级,contrary/in reverse/inside out or upside down/to reverse/to return/to oppose/opposite/against/anti-/to rebel/to use analogy/instead/abbr. for 反切[fan3 qie4] phonetic system,Group 12
传,傳,chuán,chuan2,3,初等|三级,biography/historical narrative/commentaries/relay station,Group 12
采,采採,cǎi,cai3,3,初等|三级,allotment to a feudal noble,Group 12
充,充,chōng,chong1,3,初等|三级,sufficient; full/to fill/to serve as; to act as/to act falsely as; to pose as,Group 12
础,礎,chǔ,chu3,3,初等|三级,foundation/base,Group 12
朝,朝,cháo,chao2,3,初等|三级,morning,Group 12
宣,宣,xuān,xuan1,3,初等|三级,to declare (publicly)/to announce,Group 12
布,布,bù,bu4,3,初等|三级,cloth/to declare/to announce/to spread/to make known,Group 12
乱,亂,luàn,luan4,3,初等|三级,in confusion or disorder/in a confused state of mind/disorder/upheaval/riot/illicit sexual relations/to throw into disorder/to mix up/indiscriminate/random/arbitrary,Group 13
创,創,chuàng,chuang4,3,初等|三级,to initiate; to create; to achieve (sth for the first time),Group 13
足,足,zú,zu2,3,初等|三级,(bound form) foot; leg/sufficient; ample/as much as; fully,Group 13
形,形,xíng,xing2,3,初等|三级,to appear/to look/form/shape,Group 13
初,初,chū,chu1,3,初等|三级,at first/(at the) beginning/first/junior/basic,Group 13
破,破,pò,po4,3,初等|三级,"broken/damaged/worn out/lousy/rotten/to break, split or cleave/to get rid of/to destroy/to break with/to defeat/to capture (a city etc)/to expose the truth of",Group 13
危,危,wēi,wei1,3,初等|三级,danger/to endanger/Taiwan pr. [wei2],Group 13
险,險,xiǎn,xian3,3,初等|三级,danger/dangerous/rugged,Group 13
录,錄彔,lù,lu4,3,初等|三级,diary/record/to hit/to copy,Group 13
团,糰團,tuán,tuan2,3,初等|三级,dumpling,Group 13
追,追,zhuī,zhui1,3,初等|三级,to chase/to pursue/to look into/to investigate/to reminisce/to recall/to court (one's beloved)/to binge-watch (a TV drama)/retroactively/posthumously,Group 13
积,積,jī,ji1,3,初等|三级,to amass/to accumulate/to store/measured quantity (such as area of volume)/product (the result of multiplication)/to integrate (math.)/to solve (or integrate) an ordinary differential equation (math.)/old/long-standing,Group 13
架,架,jià,jia4,3,初等|三级,"to support/frame/rack/framework/classifier for planes, large vehicles, radios etc",Group 13
章,章,zhāng,zhang1,3,初等|三级,chapter/section/clause/movement (of symphony)/seal/badge/regulation/order,Group 13
村,村,cūn,cun1,3,初等|三级,variant of 村[cun1],Group 13
彩,彩,cǎi,cai3,3,初等|三级,(bright) color/variety/applause/applaud/lottery prize,Group 13
刀,刀,dāo,dao1,3,初等|三级,knife/blade/single-edged sword/cutlass/CL:把[ba3]/(slang) dollar (loanword)/classifier for sets of one hundred sheets (of paper)/classifier for knife cuts or stabs,Group 13
误,誤,wù,wu4,3,初等|三级,mistake/error/to miss/to harm/to delay/to neglect/mistakenly,Group 13
胜,勝,shèng,sheng4,3,初等|三级,victory/success/to beat/to defeat/to surpass/victorious/superior to/to get the better of/better than/surpassing/superb (of vista)/beautiful (scenery)/wonderful (view)/(Taiwan pr. [sheng1]) able to bear/equal to (a task),Group 13
制,制製,zhì,zhi4,3,初等|三级,to manufacture/to make,Group 14
救,救,jiù,jiu4,3,初等|三级,to save/to assist/to rescue,Group 14
敢,敢,gǎn,gan3,3,初等|三级,to dare/daring/(polite) may I venture,Group 14
优,優,yōu,you1,3,初等|三级,excellent/superior,Group 14
势,勢,shì,shi4,3,初等|三级,power/influence/potential/momentum/tendency/trend/situation/conditions/outward appearance/sign/gesture/male genitals,Group 14
杂,雜,zá,za2,3,初等|三级,mixed/miscellaneous/various/to mix,Group 14
志,志誌,zhì,zhi4,3,初等|三级,sign/mark/to record/to write a footnote,Group 14
赢,贏,yíng,ying2,3,初等|三级,to beat/to win/to profit,Group 14
待,待,dài,dai4,3,初等|三级,to wait/to treat/to deal with/to need/going to (do sth)/about to/intending to,Group 14
